id,time,StartDate,ccs1,ccs2,ccs3,ccs4,ccs5,ccs6,ccs7,ccs8,ccs9,ccs10,ccs11,ccs12,nr1,nr2,nr3,nr4,nr5,nr6,nr7,nr8,nr9,nr10,nr11,nr12,nr13,nr14,nr15,nr16,nr17,nr18,nr19,nr20,nr21,nep1,nep2,nep3,nep4,nep5,nep6,nep7,nep8,nep9,nep10,nep11,nep12,nep13,nep14,nep15,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES_11,SES_12,SES_13,SES_14,SES_15,SES_16,SES_17,age,edu,sex,pol,ipq1,ipq2,ipq3,ipq4,ipq5,ipq6,ipq7,ipq8,ipq9,ipq10,ipq11,ipq12,ipq13,ipq14,sod_1,sod_2,sod_3,sod_4,sod_5,sod_6,sod_7,sod_8,sod_9,vr_exp,vr_eval1,vr_eval2,vr_eval3,vr_eval4,vr_eval5,span,seen,sex_3_TEXT - Topics,yearOfBirth
14134936,1,2019-06-24 12:19:17,1,1,1,1,2,1,1,1,1,2,1,2,5,1,1,4,4,4,5,4,4,5,2,5,1,2,3,4,5,1,4,4,2,5,2,4,4,5,4,5,1,4,1,3,1,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,1,3,3,3,5,3,3,5,5,6,1,4,5,2,3,1,6,6,6,6,3,5,6,6,6,3,5,6,6,5,6,2,3,NA,1994
14134936,2,2019-06-28 08:22:24,2,1,1,1,2,1,1,1,1,1,1,1,5,1,1,5,4,5,5,4,4,1,1,5,1,2,1,5,5,1,4,5,5,5,1,4,4,5,4,5,1,4,1,5,1,5,4,5,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,25,5,1,3,3,3,5,3,3,5,5,6,1,4,5,2,3,1,6,6,6,6,3,5,6,6,6,3,5,6,6,5,6,2,3,NA,1994
14250831,1,2019-07-15 20:39:53,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,3,4,4,1,5,3,4,1,5,4,1,3,4,2,1,4,4,2,4,2,4,1,5,4,2,1,4,1,4,1,5,4,5,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,30,5,1,2,6,7,1,7,7,7,6,3,2,6,5,5,2,1,6,1,5,1,1,1,5,2,5,1,6,5,6,3,7,3,2,NA,1989
14250831,2,2019-07-19 10:21:52,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,4,4,4,2,4,2,4,1,4,4,2,3,4,2,1,4,4,2,2,2,3,3,5,4,4,1,4,1,4,1,4,4,5,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,30,5,1,2,6,7,1,7,7,7,6,3,2,6,5,5,2,1,6,1,5,1,1,1,5,2,5,1,6,5,6,3,7,3,2,NA,1989
15102775,1,2019-06-28 10:20:07,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,1,2,4,4,4,1,5,4,3,1,2,3,1,4,1,4,1,2,3,4,4,5,5,4,5,1,1,1,4,2,5,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,27,4,1,2,5,5,1,5,5,5,3,4,4,6,5,3,5,1,6,2,6,2,4,3,6,4,3,1,6,3,5,5,7,3,2,NA,1992
15102775,2,2019-07-17 13:35:12,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,1,1,4,4,3,1,4,3,3,1,4,3,1,3,1,5,1,3,3,3,4,5,5,1,5,1,1,1,4,3,5,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,27,4,1,2,5,5,1,5,5,5,3,4,4,6,5,3,5,1,6,2,6,2,4,3,6,4,3,1,6,3,5,5,7,3,2,NA,1992
15110646,1,2019-06-12 16:10:30,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,4,5,4,1,1,5,1,1,1,5,5,1,4,4,5,4,2,5,2,5,2,4,2,5,1,1,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,1,1,6,7,3,7,7,7,5,5,3,7,2,5,2,6,7,5,3,5,5,7,6,3,2,2,7,7,7,7,7,4,1,NA,1995
15110646,2,2019-07-01 09:40:28,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,5,1,5,4,1,1,5,1,1,2,5,5,1,4,4,4,2,2,5,4,5,1,4,1,4,1,3,1,2,1,5,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,24,5,1,1,6,7,3,7,7,7,5,5,3,7,2,5,2,6,7,5,3,5,5,7,6,3,2,2,7,7,7,7,7,4,1,NA,1995
15119027,1,2019-05-02 12:24:57,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,4,5,4,3,5,5,4,1,5,2,1,1,4,5,1,5,2,3,5,4,5,2,5,4,5,1,5,1,4,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,1,3,7,7,1,1,4,7,7,7,NA,NA,2,7,5,1,7,3,2,3,5,1,4,3,3,2,7,7,7,6,7,4,3,NA,1995
15119027,2,2019-05-08 08:23:33,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,4,3,4,4,2,1,5,1,1,1,5,4,1,5,4,3,4,1,5,3,5,4,2,1,4,1,4,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,1,3,7,7,1,1,4,7,7,7,NA,NA,2,7,5,1,7,3,2,3,5,1,4,3,3,2,7,7,7,6,7,4,3,NA,1995
15119050,1,2019-05-05 19:08:04,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,4,1,3,5,4,3,1,4,3,1,1,4,4,1,5,5,4,4,2,5,2,5,2,5,1,5,1,4,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,3,4,6,4,6,6,6,5,6,2,6,5,5,3,2,6,2,6,2,3,4,2,2,6,1,6,5,6,5,6,4,2,NA,1996
15119050,2,2019-05-14 09:32:51,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,4,2,3,5,4,3,1,4,4,1,1,4,4,1,5,5,3,5,2,5,1,5,1,5,1,5,1,4,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,3,4,6,4,6,6,6,5,6,2,6,5,5,3,2,6,2,6,2,3,4,2,2,6,1,6,5,6,5,6,4,2,NA,1996
15123524,1,2019-06-16 16:59:46,2,1,1,1,1,1,2,1,1,2,1,1,4,1,1,4,4,3,4,4,5,1,1,4,2,2,1,5,4,1,3,5,4,3,1,4,3,5,2,5,2,5,1,2,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,1,5,5,1,7,7,5,5,6,2,6,5,5,5,1,7,1,1,1,1,5,4,1,7,1,6,5,3,4,5,2,1,NA,1996
15123524,2,2019-07-18 15:42:34,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,4,2,4,3,4,5,5,3,5,1,2,1,5,5,1,3,5,4,4,1,5,2,5,4,5,2,5,1,3,1,4,3,4,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,23,4,1,1,5,5,1,7,7,5,5,6,2,6,5,5,5,1,7,1,1,1,1,5,4,1,7,1,6,5,3,4,5,2,1,NA,1996
16103707,1,2019-05-06 10:48:33,2,1,1,1,2,1,1,1,1,3,1,1,4,2,2,4,4,4,5,5,5,1,2,4,2,1,1,4,5,1,4,4,4,4,2,4,3,5,5,4,4,5,1,1,1,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,0,2,6,6,4,6,6,6,7,6,6,6,3,5,5,4,6,5,3,5,4,2,3,6,5,2,7,5,7,6,7,3,3,NA,1995
16103707,2,2019-05-14 08:20:06,3,1,1,1,2,1,2,1,4,4,1,1,4,2,2,4,4,5,4,5,5,5,2,5,2,1,1,5,5,1,5,4,4,3,2,4,4,4,5,4,4,5,2,2,1,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,0,2,6,6,4,6,6,6,7,6,6,6,3,5,5,4,6,5,3,5,4,2,3,6,5,2,7,5,7,6,7,3,3,NA,1995
16117897,1,2019-05-26 10:22:08,1,4,3,1,1,1,2,1,3,4,1,2,2,1,1,4,4,3,4,3,5,4,1,4,4,2,2,4,2,1,5,5,2,3,2,5,2,5,5,4,2,5,3,2,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,0,3,4,2,5,5,3,5,1,3,3,3,3,4,5,2,5,2,6,3,5,5,5,2,5,2,5,5,1,5,2,4,2,NA,1997
16117897,2,2019-06-07 12:20:18,4,2,3,2,1,2,2,2,2,4,2,3,1,4,1,4,2,1,4,4,5,4,2,4,4,2,2,4,4,1,5,5,1,5,2,3,2,5,4,4,1,5,2,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,0,3,4,2,5,5,3,5,1,3,3,3,3,4,5,2,5,2,6,3,5,5,5,2,5,2,5,5,1,5,2,4,2,NA,1997
16120685,1,2019-07-10 14:30:25,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,5,4,3,4,4,3,4,4,3,1,4,4,4,1,5,4,4,5,4,4,3,4,4,4,1,4,1,2,2,4,2,5,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,24,4,0,2,6,5,1,6,6,6,6,5,2,6,2,5,4,4,7,5,5,3,5,4,3,5,2,1,6,6,6,6,7,3,1,NA,1995
16120685,2,2019-07-16 14:17:01,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,4,5,4,4,4,2,2,5,2,1,4,4,4,1,5,4,4,5,4,4,2,5,4,4,1,4,1,4,1,4,3,5,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,24,4,0,2,6,5,1,6,6,6,6,5,2,6,2,5,4,4,7,5,5,3,5,4,3,5,2,1,6,6,6,6,7,3,1,NA,1995
16725020,1,2019-05-10 10:29:04,1,2,4,2,2,2,3,2,1,4,1,1,2,1,2,2,4,4,1,4,2,2,1,2,4,1,2,5,4,1,2,4,2,2,4,4,4,5,5,4,2,4,1,1,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,2,3,6,2,7,6,6,6,6,2,6,6,6,1,5,6,2,6,1,2,2,2,2,5,2,6,5,6,5,7,5,1,NA,1996
16725020,2,2019-05-16 16:27:32,2,3,2,1,3,4,2,2,5,5,2,2,2,1,1,4,4,5,1,4,2,4,1,4,4,2,4,5,2,1,4,4,4,2,4,2,4,4,5,2,1,4,2,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,2,3,6,2,7,6,6,6,6,2,6,6,6,1,5,6,2,6,1,2,2,2,2,5,2,6,5,6,5,7,5,1,NA,1996
17104084,1,2019-05-10 18:25:21,4,1,3,1,4,1,2,2,1,1,4,2,5,2,1,4,4,5,5,4,4,1,1,5,1,1,1,5,5,1,3,4,5,4,2,4,1,4,4,5,4,5,2,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,1,1,5,4,2,4,5,7,5,5,2,6,5,4,3,1,6,2,4,2,5,3,5,2,6,2,7,7,6,5,6,2,3,NA,1997
17104084,2,2019-05-21 13:03:55,2,1,1,1,2,1,2,1,1,2,2,1,5,1,1,4,4,5,5,4,5,1,1,5,2,1,1,4,5,1,2,4,5,5,1,4,1,5,4,5,2,4,1,4,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,1,1,5,4,2,4,5,7,5,5,2,6,5,4,3,1,6,2,4,2,5,3,5,2,6,2,7,7,6,5,6,2,3,NA,1997
17108085,1,2019-06-10 06:40:27,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,3,4,1,4,2,4,2,1,3,2,4,4,4,4,1,2,1,1,5,1,5,3,5,1,4,1,5,1,5,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,1,3,5,4,2,6,5,5,5,5,2,6,5,5,3,5,6,2,6,1,2,4,2,1,6,2,6,7,7,5,7,3,1,NA,1997
17108085,2,2019-06-19 10:44:48,4,1,1,1,1,1,4,1,1,2,1,1,4,1,1,4,4,2,3,4,4,1,2,2,4,2,4,2,4,1,3,4,1,5,2,5,3,5,2,4,1,4,1,5,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,1,3,5,4,2,6,5,5,5,5,2,6,5,5,3,5,6,2,6,1,2,4,2,1,6,2,6,7,7,5,7,3,1,NA,1997
17118597,1,2019-05-14 16:50:16,2,1,1,1,1,1,2,1,1,2,1,1,4,1,4,2,2,4,3,4,4,2,1,4,4,1,4,5,3,1,4,3,3,4,4,2,2,5,5,4,2,3,1,1,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,3,6,7,1,7,7,6,1,5,4,6,5,6,3,1,7,1,6,1,6,4,4,4,1,1,7,6,6,5,6,4,2,NA,1996
17118597,2,2019-05-22 09:39:02,1,1,1,1,1,1,2,1,1,2,1,1,5,1,2,2,4,4,5,4,5,1,1,4,4,1,4,5,5,1,5,1,2,4,4,3,4,5,5,4,1,5,1,3,3,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,3,6,7,1,7,7,6,1,5,4,6,5,6,3,1,7,1,6,1,6,4,4,4,1,1,7,6,6,5,6,4,2,NA,1996
17118647,1,2019-06-15 11:49:31,4,2,1,1,1,1,1,1,1,2,1,1,5,1,1,4,4,4,4,4,4,2,2,4,3,2,1,4,5,1,5,4,3,5,2,4,3,5,5,5,1,4,1,4,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,2,6,6,2,7,7,7,6,6,1,7,2,6,6,3,7,1,6,2,1,1,2,1,7,1,7,7,7,7,7,3,3,NA,1996
17118647,2,2019-06-24 15:54:42,1,1,1,1,1,1,2,1,1,1,1,2,5,1,1,4,4,4,5,4,4,1,2,5,2,1,1,5,5,1,5,4,4,5,1,4,3,5,5,5,1,5,1,5,1,5,1,5,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,23,4,1,2,6,6,2,7,7,7,6,6,1,7,2,6,6,3,7,1,6,2,1,1,2,1,7,1,7,7,7,7,7,3,3,NA,1996
17118670,1,2019-06-20 08:10:44,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,4,4,4,4,4,4,1,1,4,3,1,3,4,4,1,3,4,3,4,2,5,3,5,4,4,2,4,1,1,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1,2,4,6,2,6,4,5,3,6,2,6,6,2,1,1,7,1,7,1,2,5,2,3,6,2,7,3,6,2,7,4,2,NA,1996
17118670,2,2019-07-17 11:22:38,1,1,1,1,1,2,2,1,1,2,3,1,4,1,1,4,4,4,3,5,5,1,1,4,2,1,2,4,4,1,5,5,4,4,1,5,2,5,3,4,1,5,1,3,1,5,1,4,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,23,4,1,2,4,6,2,6,4,5,3,6,2,6,6,2,1,1,7,1,7,1,2,5,2,3,6,2,7,3,6,2,7,4,2,NA,1996
17118746,1,2019-05-02 15:31:02,2,1,1,1,4,1,1,1,1,2,1,1,1,4,1,1,4,4,2,4,5,4,4,4,2,1,2,2,4,1,4,5,3,2,4,4,4,5,5,4,2,5,1,1,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,1,2,2,3,4,7,5,5,5,2,NA,NA,6,2,1,1,6,6,2,6,6,3,5,4,2,2,6,2,6,3,5,4,2,NA,1987
17118746,2,2019-05-10 08:37:41,3,1,2,1,2,1,2,1,1,2,2,1,2,4,2,2,4,4,3,4,5,4,4,4,4,1,2,5,4,1,4,5,4,1,4,4,4,5,5,4,2,4,1,2,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,1,2,2,3,4,7,5,5,5,2,NA,NA,6,2,1,1,6,6,2,6,6,3,5,4,2,2,6,2,6,3,5,4,2,NA,1987
17121534,1,2019-06-18 10:54:59,3,1,3,1,1,2,3,1,3,4,1,2,2,1,2,2,5,4,4,4,3,1,1,5,4,1,3,4,4,3,4,2,3,3,3,3,2,3,3,3,3,1,1,2,2,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,0,1,5,1,1,5,6,7,4,2,5,7,5,2,1,1,6,3,6,2,2,2,2,2,6,1,6,2,3,3,6,4,3,NA,1994
17121534,2,2019-06-28 09:34:08,4,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,4,4,3,5,2,4,1,5,4,1,3,4,2,4,3,2,3,3,3,2,1,3,1,3,1,5,3,4,2,2,1,4,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,25,5,0,1,5,1,1,5,6,7,4,2,5,7,5,2,1,1,6,3,6,2,2,2,2,2,6,1,6,2,3,3,6,4,3,NA,1994
17124801,1,2019-05-05 16:20:09,3,4,3,3,3,4,3,2,2,4,2,2,5,2,1,1,4,5,3,3,4,2,1,5,5,1,3,4,4,1,1,5,3,4,4,4,4,5,4,5,2,4,3,4,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,1,4,7,1,1,1,7,6,6,6,2,7,3,4,2,1,7,2,2,3,7,7,4,2,4,2,7,7,7,6,7,4,2,NA,1989
17124801,2,2019-05-24 12:48:09,3,2,2,2,2,2,3,1,1,4,3,2,5,1,1,1,5,5,4,3,5,1,4,5,5,1,1,5,5,1,3,5,3,5,3,5,5,5,4,5,3,4,2,5,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,1,4,7,1,1,1,7,6,6,6,2,7,3,4,2,1,7,2,2,3,7,7,4,2,4,2,7,7,7,6,7,4,2,NA,1989
17126475,1,2019-07-02 08:48:07,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,4,4,5,4,5,4,1,1,4,4,2,2,5,4,1,5,4,5,5,3,5,2,5,2,2,2,5,1,4,1,5,2,5,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,29,6,0,2,5,7,2,6,6,6,6,5,2,6,3,5,3,5,7,1,6,1,5,7,2,5,6,3,7,5,7,6,7,3,3,NA,1990
17126475,2,2019-07-17 09:37:43,1,1,1,1,1,1,2,1,1,1,1,1,5,3,3,4,4,4,4,5,4,2,1,4,2,2,4,4,5,1,5,4,4,4,3,5,3,5,4,4,2,5,1,4,3,5,2,5,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,29,6,0,2,5,7,2,6,6,6,6,5,2,6,3,5,3,5,7,1,6,1,5,7,2,5,6,3,7,5,7,6,7,3,3,NA,1990
17153164,1,2019-05-16 18:28:38,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,4,4,5,5,4,5,1,1,5,4,1,1,5,5,1,3,5,4,5,1,5,3,5,5,5,1,5,1,4,1,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,1,2,7,6,1,7,7,7,3,6,1,7,2,6,3,2,6,1,7,1,6,7,1,1,7,3,7,7,7,7,7,3,2,NA,1993
17153164,2,2019-05-24 10:44:48,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,4,4,5,5,4,5,1,1,4,4,1,1,5,5,1,5,5,4,4,1,5,2,5,5,5,5,4,1,4,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,1,2,7,6,1,7,7,7,3,6,1,7,2,6,3,2,6,1,7,1,6,7,1,1,7,3,7,7,7,7,7,3,2,NA,1993
18100917,1,2019-05-08 14:04:27,2,2,2,1,3,2,2,2,2,2,2,1,4,1,2,4,4,4,4,4,5,2,2,5,2,2,1,4,5,1,4,5,3,4,2,4,2,5,4,5,4,5,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,3,7,5,2,1,5,7,6,5,2,7,3,6,5,3,7,2,7,1,5,2,3,1,6,1,7,7,7,7,7,4,3,NA,1998
18100917,2,2019-05-15 13:02:23,2,2,2,1,2,2,2,2,1,4,2,2,5,1,1,4,4,4,4,4,5,2,2,5,2,2,1,4,5,1,4,5,4,4,2,4,2,4,4,5,4,5,2,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,3,7,5,2,1,5,7,6,5,2,7,3,6,5,3,7,2,7,1,5,2,3,1,6,1,7,7,7,7,7,4,3,NA,1998
18101246,1,2019-05-10 14:31:43,1,3,1,2,2,1,3,1,1,2,2,1,4,3,1,3,4,3,4,4,4,5,4,4,1,1,3,4,5,1,5,5,3,5,3,3,2,5,2,5,3,5,2,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,2,6,5,1,7,5,7,5,5,2,6,3,5,4,1,7,3,5,3,5,5,4,3,4,2,7,7,5,6,7,4,3,NA,1998
18101246,2,2019-05-17 11:58:25,1,1,1,1,2,1,2,1,1,2,2,1,4,2,1,4,4,4,3,4,5,1,1,4,1,1,2,4,5,1,2,5,4,5,2,4,3,5,2,4,2,5,1,3,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,2,6,5,1,7,5,7,5,5,2,6,3,5,4,1,7,3,5,3,5,5,4,3,4,2,7,7,5,6,7,4,3,NA,1998
18101881,1,2019-05-15 09:50:52,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,3,3,3,4,2,2,4,4,2,3,4,3,1,1,3,2,3,3,4,4,4,4,4,2,4,1,3,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,3,5,5,1,6,5,6,3,4,1,5,3,4,1,2,5,4,3,4,5,5,4,4,4,2,6,6,6,4,6,4,3,NA,1998
18101881,2,2019-05-22 10:51:11,1,1,1,1,1,1,1,1,5,1,1,1,3,1,2,1,4,3,2,4,4,2,2,3,4,2,3,4,3,1,1,3,2,2,3,3,4,4,4,2,2,4,1,3,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,3,5,5,1,6,5,6,3,4,1,5,3,4,1,2,5,4,3,4,5,5,4,4,4,2,6,6,6,4,6,4,3,NA,1998
18108431,1,2019-05-15 09:29:52,1,1,1,1,1,1,2,1,1,3,1,1,4,1,2,3,4,3,3,3,4,2,3,4,2,2,2,4,4,1,3,4,3,4,2,4,3,4,5,5,2,4,1,2,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,3,3,6,4,6,4,5,5,3,2,6,3,5,2,1,6,4,4,4,6,6,5,3,4,1,7,6,6,5,6,4,2,NA,1998
18108431,2,2019-05-22 12:00:36,1,1,1,1,1,1,1,1,1,2,1,1,4,1,2,4,4,4,3,3,5,1,2,4,1,2,2,4,4,1,3,3,4,4,2,3,2,3,4,4,2,4,1,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,3,3,6,4,6,4,5,5,3,2,6,3,5,2,1,6,4,4,4,6,6,5,3,4,1,7,6,6,5,6,4,2,NA,1998
18108720,1,2019-05-02 14:37:01,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,4,2,2,4,4,2,4,2,4,2,2,1,5,4,1,3,3,3,5,2,4,4,4,4,5,2,5,2,4,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,1,3,3,3,5,4,3,3,4,2,NA,NA,6,3,2,1,3,6,2,6,5,5,5,6,2,2,6,2,4,3,5,5,2,NA,2000
18108720,2,2019-05-10 11:57:42,5,2,4,2,2,2,2,2,1,5,2,2,3,1,2,4,4,2,4,4,4,4,2,4,2,2,1,4,4,1,4,4,4,5,2,4,2,5,5,5,1,5,1,4,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,1,3,3,3,5,4,3,3,4,2,NA,NA,6,3,2,1,3,6,2,6,5,5,5,6,2,2,6,2,4,3,5,5,2,NA,2000
18113662,1,2019-06-21 23:26:32,1,1,2,1,2,1,2,1,1,1,1,1,5,1,1,3,4,2,2,4,4,2,1,4,4,2,4,5,3,2,4,2,2,4,4,4,2,4,2,2,2,5,1,4,1,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,1,2,5,5,3,5,5,5,5,5,3,6,5,2,3,1,6,3,5,3,5,3,4,3,5,1,6,5,7,5,6,5,2,NA,1999
18113662,2,2019-06-28 13:23:59,1,1,1,1,2,1,2,1,1,2,1,1,4,1,1,2,4,3,3,4,4,4,2,4,4,2,4,4,3,1,4,4,2,4,4,4,3,5,2,2,4,5,1,4,1,4,2,5,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,20,4,1,2,5,5,3,5,5,5,5,5,3,6,5,2,3,1,6,3,5,3,5,3,4,3,5,1,6,5,7,5,6,5,2,NA,1999
18119461,1,2019-05-18 14:37:46,1,1,1,1,4,1,1,1,1,3,1,1,5,4,4,5,4,5,4,5,4,1,1,5,2,2,4,4,4,2,5,4,2,4,4,5,4,5,4,4,3,5,1,3,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,2,5,5,3,3,5,4,5,5,2,5,6,3,2,2,5,4,3,4,6,5,5,4,4,1,6,5,6,4,6,4,3,NA,1998
18119461,2,2019-05-28 10:28:24,1,1,1,1,4,1,2,1,1,3,1,1,4,4,4,4,5,5,4,5,4,1,2,5,2,2,4,4,5,3,4,5,3,3,4,5,4,5,4,4,3,5,1,3,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1,2,5,5,3,3,5,4,5,5,2,5,6,3,2,2,5,4,3,4,6,5,5,4,4,1,6,5,6,4,6,4,3,NA,1998
