"time","value","Date"
"08:51:09","74","2019-06-18"
"08:51:14","71","2019-06-18"
"08:51:19","79","2019-06-18"
"08:51:29","83","2019-06-18"
"08:51:34","92","2019-06-18"
"08:51:39","93","2019-06-18"
"08:51:44","96","2019-06-18"
"08:51:49","104","2019-06-18"
"08:51:54","110","2019-06-18"
"08:51:59","111","2019-06-18"
"08:52:04","110","2019-06-18"
"08:52:09","111","2019-06-18"
"08:52:14","116","2019-06-18"
"08:52:29","117","2019-06-18"
"08:52:34","120","2019-06-18"
"08:52:44","122","2019-06-18"
"08:52:49","121","2019-06-18"
"08:52:54","122","2019-06-18"
"08:52:59","121","2019-06-18"
"08:53:04","118","2019-06-18"
"08:53:09","115","2019-06-18"
"08:53:14","118","2019-06-18"
"08:53:19","117","2019-06-18"
"08:53:25","119","2019-06-18"
"08:53:30","118","2019-06-18"
"08:53:35","119","2019-06-18"
"08:53:40","116","2019-06-18"
"08:53:55","114","2019-06-18"
"08:54:05","112","2019-06-18"
"08:54:20","113","2019-06-18"
"08:54:35","112","2019-06-18"
"08:54:40","107","2019-06-18"
"08:54:45","100","2019-06-18"
"08:54:50","99","2019-06-18"
"08:55:05","99","2019-06-18"
"08:55:15","101","2019-06-18"
"08:55:20","102","2019-06-18"
"08:55:25","103","2019-06-18"
"08:55:40","104","2019-06-18"
"08:55:50","107","2019-06-18"
"08:55:55","105","2019-06-18"
"08:56:10","104","2019-06-18"
"08:56:20","103","2019-06-18"
"08:56:25","104","2019-06-18"
"08:56:30","103","2019-06-18"
"08:56:35","104","2019-06-18"
"08:56:40","109","2019-06-18"
"08:56:50","108","2019-06-18"
"08:56:55","109","2019-06-18"
"08:57:05","112","2019-06-18"
"08:57:12","113","2019-06-18"
"08:57:17","107","2019-06-18"
"08:57:22","103","2019-06-18"
"08:58:18","70","2019-06-18"
"08:58:28","74","2019-06-18"
"08:59:10","70","2019-06-18"
"08:59:36","70","2019-06-18"
"08:59:46","74","2019-06-18"
"09:00:00","70","2019-06-18"
"09:00:31","70","2019-06-18"
"09:00:47","70","2019-06-18"
"09:00:58","56","2019-06-18"
"09:01:09","58","2019-06-18"
"09:01:14","65","2019-06-18"
"09:01:19","65","2019-06-18"
"09:01:24","64","2019-06-18"
"09:01:39","67","2019-06-18"
"09:01:44","68","2019-06-18"
"09:01:49","71","2019-06-18"
"09:01:54","72","2019-06-18"
"09:01:59","73","2019-06-18"
"09:02:04","77","2019-06-18"
"09:02:09","79","2019-06-18"
"09:02:14","81","2019-06-18"
"09:02:19","82","2019-06-18"
"09:02:29","85","2019-06-18"
"09:02:34","89","2019-06-18"
"09:02:39","91","2019-06-18"
"09:02:44","89","2019-06-18"
"09:02:49","88","2019-06-18"
"09:02:59","89","2019-06-18"
"09:03:04","90","2019-06-18"
"09:03:09","91","2019-06-18"
"09:03:19","92","2019-06-18"
"09:03:24","93","2019-06-18"
"09:03:34","93","2019-06-18"
"09:03:39","96","2019-06-18"
"09:03:44","96","2019-06-18"
"09:03:54","96","2019-06-18"
"09:03:59","95","2019-06-18"
"09:04:09","96","2019-06-18"
"09:04:15","97","2019-06-18"
"09:04:30","97","2019-06-18"
"09:04:35","99","2019-06-18"
"09:04:40","99","2019-06-18"
"09:04:50","97","2019-06-18"
"09:05:05","96","2019-06-18"
"09:05:10","77","2019-06-18"
"09:05:15","73","2019-06-18"
"09:05:20","72","2019-06-18"
"09:05:35","72","2019-06-18"
"09:08:46","70","2019-06-18"
"09:14:10","70","2019-06-18"
"09:15:44","70","2019-06-18"
"09:15:57","70","2019-06-18"
"09:16:12","76","2019-06-18"
"09:16:27","76","2019-06-18"
"09:16:37","90","2019-06-18"
"09:16:52","90","2019-06-18"
"09:17:07","90","2019-06-18"
"09:17:17","88","2019-06-18"
"09:17:22","83","2019-06-18"
"09:17:27","82","2019-06-18"
"09:17:37","81","2019-06-18"
"09:17:42","78","2019-06-18"
"09:17:47","81","2019-06-18"
"09:17:57","80","2019-06-18"
"09:18:02","80","2019-06-18"
"09:18:07","78","2019-06-18"
"09:18:12","77","2019-06-18"
"09:18:27","77","2019-06-18"
"09:18:32","77","2019-06-18"
"09:18:37","77","2019-06-18"
"09:18:47","80","2019-06-18"
"09:18:52","82","2019-06-18"
"09:18:57","80","2019-06-18"
"09:19:02","79","2019-06-18"
"09:19:07","80","2019-06-18"
"09:19:12","82","2019-06-18"
"09:19:17","82","2019-06-18"
"09:19:23","82","2019-06-18"
"09:19:28","82","2019-06-18"
"09:19:33","83","2019-06-18"
"09:19:38","81","2019-06-18"
"09:19:43","81","2019-06-18"
"09:19:58","80","2019-06-18"
"09:20:03","81","2019-06-18"
"09:20:13","80","2019-06-18"
"09:20:23","81","2019-06-18"
"09:20:28","80","2019-06-18"
"09:20:33","79","2019-06-18"
"09:20:38","78","2019-06-18"
"09:20:43","79","2019-06-18"
"09:20:53","78","2019-06-18"
"09:20:58","79","2019-06-18"
"09:21:13","79","2019-06-18"
"09:21:28","79","2019-06-18"
"09:21:43","80","2019-06-18"
"09:21:58","81","2019-06-18"
"09:22:13","81","2019-06-18"
"09:22:28","81","2019-06-18"
"09:22:43","81","2019-06-18"
"09:22:53","81","2019-06-18"
"09:23:03","80","2019-06-18"
"09:23:08","76","2019-06-18"
"09:23:13","76","2019-06-18"
"09:23:18","75","2019-06-18"
"09:23:26","75","2019-06-18"
