"time","value","Date"
"00:21:15","70","2019-06-28"
"00:22:11","70","2019-06-28"
"01:01:52","70","2019-06-28"
"01:02:50","70","2019-06-28"
"01:40:38","70","2019-06-28"
"01:41:34","70","2019-06-28"
"02:13:18","70","2019-06-28"
"02:14:16","70","2019-06-28"
"02:45:31","70","2019-06-28"
"02:46:27","70","2019-06-28"
"03:25:03","70","2019-06-28"
"03:26:01","70","2019-06-28"
"04:03:29","70","2019-06-28"
"04:04:25","70","2019-06-28"
"04:36:19","70","2019-06-28"
"04:37:17","70","2019-06-28"
"05:16:07","70","2019-06-28"
"05:17:03","70","2019-06-28"
"05:50:00","70","2019-06-28"
"05:50:58","70","2019-06-28"
"06:30:26","70","2019-06-28"
"06:31:22","70","2019-06-28"
"07:05:24","70","2019-06-28"
"07:06:22","70","2019-06-28"
"07:39:48","70","2019-06-28"
"07:40:44","70","2019-06-28"
"08:19:29","70","2019-06-28"
"08:20:27","70","2019-06-28"
"08:44:54","70","2019-06-28"
"08:58:02","70","2019-06-28"
"08:58:12","79","2019-06-28"
"08:58:17","91","2019-06-28"
"08:58:22","90","2019-06-28"
"08:58:32","104","2019-06-28"
"08:58:37","120","2019-06-28"
"08:58:52","125","2019-06-28"
"08:59:07","125","2019-06-28"
"08:59:12","123","2019-06-28"
"09:00:00","70","2019-06-28"
"09:00:10","106","2019-06-28"
"09:00:16","108","2019-06-28"
"09:00:21","108","2019-06-28"
"09:00:28","108","2019-06-28"
"09:02:54","70","2019-06-28"
"09:03:07","70","2019-06-28"
"09:03:12","78","2019-06-28"
"09:03:33","70","2019-06-28"
"09:03:48","70","2019-06-28"
"09:04:03","70","2019-06-28"
"09:04:08","66","2019-06-28"
"09:04:13","81","2019-06-28"
"09:04:18","86","2019-06-28"
"09:04:23","74","2019-06-28"
"09:04:28","69","2019-06-28"
"09:04:33","70","2019-06-28"
"09:04:38","69","2019-06-28"
"09:04:43","69","2019-06-28"
"09:04:48","68","2019-06-28"
"09:04:53","67","2019-06-28"
"09:05:03","63","2019-06-28"
"09:05:13","63","2019-06-28"
"09:05:18","66","2019-06-28"
"09:05:23","62","2019-06-28"
"09:05:33","61","2019-06-28"
"09:05:38","62","2019-06-28"
"09:05:43","62","2019-06-28"
"09:05:53","63","2019-06-28"
"09:05:58","60","2019-06-28"
"09:06:03","63","2019-06-28"
"09:06:08","63","2019-06-28"
"09:06:14","66","2019-06-28"
"09:06:19","66","2019-06-28"
"09:06:24","65","2019-06-28"
"09:06:39","65","2019-06-28"
"09:06:54","67","2019-06-28"
"09:06:59","67","2019-06-28"
"09:07:14","67","2019-06-28"
"09:07:29","67","2019-06-28"
"09:07:44","67","2019-06-28"
"09:07:49","67","2019-06-28"
"09:07:54","67","2019-06-28"
"09:07:59","67","2019-06-28"
"09:08:09","67","2019-06-28"
"09:08:24","67","2019-06-28"
"09:08:39","67","2019-06-28"
"09:08:44","66","2019-06-28"
"09:08:49","66","2019-06-28"
"09:08:54","67","2019-06-28"
"09:09:09","67","2019-06-28"
"09:09:24","67","2019-06-28"
"09:09:39","67","2019-06-28"
"09:09:44","66","2019-06-28"
"09:09:54","65","2019-06-28"
"09:09:59","64","2019-06-28"
"09:10:04","62","2019-06-28"
"09:10:19","62","2019-06-28"
"09:10:34","62","2019-06-28"
"09:10:37","62","2019-06-28"
"09:10:52","62","2019-06-28"
"09:11:07","63","2019-06-28"
"09:11:12","64","2019-06-28"
"09:11:17","65","2019-06-28"
"09:11:22","66","2019-06-28"
"09:11:37","67","2019-06-28"
"09:11:42","68","2019-06-28"
"09:11:52","69","2019-06-28"
"09:11:57","68","2019-06-28"
"09:12:02","67","2019-06-28"
"09:12:12","66","2019-06-28"
"09:12:17","65","2019-06-28"
"09:12:22","64","2019-06-28"
"09:12:27","63","2019-06-28"
"09:12:37","62","2019-06-28"
"09:12:42","62","2019-06-28"
