"time","value","Date"
"08:49:05","70","2019-05-21"
"08:49:15","109","2019-05-21"
"08:49:30","117","2019-05-21"
"08:49:35","129","2019-05-21"
"08:49:45","129","2019-05-21"
"08:49:55","128","2019-05-21"
"08:50:05","125","2019-05-21"
"08:50:10","118","2019-05-21"
"08:50:15","114","2019-05-21"
"08:50:20","111","2019-05-21"
"08:50:25","113","2019-05-21"
"08:50:30","115","2019-05-21"
"08:50:35","109","2019-05-21"
"08:50:40","105","2019-05-21"
"08:50:50","106","2019-05-21"
"08:50:55","107","2019-05-21"
"08:51:00","108","2019-05-21"
"08:51:16","70","2019-05-21"
"08:51:26","69","2019-05-21"
"08:51:32","69","2019-05-21"
"08:51:42","74","2019-05-21"
"08:51:47","71","2019-05-21"
"08:51:52","69","2019-05-21"
"08:52:02","70","2019-05-21"
"08:52:07","73","2019-05-21"
"08:52:12","76","2019-05-21"
"08:52:17","79","2019-05-21"
"08:52:22","82","2019-05-21"
"08:52:27","86","2019-05-21"
"08:54:46","70","2019-05-21"
"08:55:01","70","2019-05-21"
"08:55:49","70","2019-05-21"
"08:58:20","70","2019-05-21"
"08:58:30","70","2019-05-21"
"08:58:35","74","2019-05-21"
"08:58:40","80","2019-05-21"
"08:58:45","80","2019-05-21"
"09:00:37","70","2019-05-21"
"09:00:43","70","2019-05-21"
"09:00:53","114","2019-05-21"
"09:01:08","114","2019-05-21"
"09:01:13","109","2019-05-21"
"09:01:18","111","2019-05-21"
"09:01:28","112","2019-05-21"
"09:01:38","109","2019-05-21"
"09:01:43","108","2019-05-21"
"09:01:53","103","2019-05-21"
"09:01:58","99","2019-05-21"
"09:02:03","98","2019-05-21"
"09:02:18","98","2019-05-21"
"09:02:28","99","2019-05-21"
"09:02:38","100","2019-05-21"
"09:02:53","99","2019-05-21"
"09:03:03","102","2019-05-21"
"09:03:18","102","2019-05-21"
"09:03:33","101","2019-05-21"
"09:03:38","99","2019-05-21"
"09:03:43","97","2019-05-21"
"09:03:48","95","2019-05-21"
"09:03:54","94","2019-05-21"
"09:03:59","82","2019-05-21"
"09:04:04","76","2019-05-21"
"09:04:09","75","2019-05-21"
"09:04:14","76","2019-05-21"
"09:04:19","76","2019-05-21"
"09:04:24","78","2019-05-21"
"09:04:29","78","2019-05-21"
"09:04:34","79","2019-05-21"
"09:04:39","76","2019-05-21"
"09:04:44","74","2019-05-21"
"09:04:54","76","2019-05-21"
"09:04:59","79","2019-05-21"
"09:05:04","74","2019-05-21"
"09:05:09","74","2019-05-21"
"09:05:19","78","2019-05-21"
"09:05:24","76","2019-05-21"
"09:05:29","78","2019-05-21"
"09:05:34","77","2019-05-21"
"09:05:39","76","2019-05-21"
"09:05:49","78","2019-05-21"
"09:05:54","71","2019-05-21"
"09:06:09","71","2019-05-21"
"09:06:24","70","2019-05-21"
"09:06:39","70","2019-05-21"
"09:06:44","69","2019-05-21"
"09:06:50","69","2019-05-21"
"09:07:05","69","2019-05-21"
"09:07:10","70","2019-05-21"
"09:07:15","69","2019-05-21"
"09:07:25","70","2019-05-21"
"09:07:30","73","2019-05-21"
"09:07:40","72","2019-05-21"
"09:07:50","70","2019-05-21"
"09:08:05","71","2019-05-21"
"09:08:10","71","2019-05-21"
"09:08:20","72","2019-05-21"
"09:08:25","72","2019-05-21"
"09:08:40","72","2019-05-21"
