"time","value","Date"
"08:53:37","74","2019-05-08"
"08:53:42","86","2019-05-08"
"08:53:57","86","2019-05-08"
"08:54:12","86","2019-05-08"
"08:54:27","86","2019-05-08"
"08:54:32","90","2019-05-08"
"08:54:47","90","2019-05-08"
"08:55:02","109","2019-05-08"
"08:55:17","109","2019-05-08"
"08:55:32","113","2019-05-08"
"08:55:37","112","2019-05-08"
"08:55:52","112","2019-05-08"
"08:56:07","114","2019-05-08"
"08:56:22","114","2019-05-08"
"08:56:32","112","2019-05-08"
"08:56:47","112","2019-05-08"
"08:57:02","117","2019-05-08"
"08:57:17","117","2019-05-08"
"08:57:32","116","2019-05-08"
"08:57:37","117","2019-05-08"
"08:57:52","117","2019-05-08"
"08:58:02","118","2019-05-08"
"08:58:07","120","2019-05-08"
"08:58:14","120","2019-05-08"
"08:58:29","120","2019-05-08"
"08:58:34","123","2019-05-08"
"08:58:39","126","2019-05-08"
"08:58:54","126","2019-05-08"
"08:59:04","125","2019-05-08"
"08:59:09","126","2019-05-08"
"08:59:19","126","2019-05-08"
"08:59:29","126","2019-05-08"
"08:59:34","128","2019-05-08"
"08:59:39","128","2019-05-08"
"08:59:44","128","2019-05-08"
"08:59:59","128","2019-05-08"
"09:00:14","128","2019-05-08"
"09:00:29","128","2019-05-08"
"09:00:34","125","2019-05-08"
"09:00:39","122","2019-05-08"
"09:00:44","126","2019-05-08"
"09:00:49","127","2019-05-08"
"09:00:54","132","2019-05-08"
"09:00:59","135","2019-05-08"
"09:01:04","136","2019-05-08"
"09:01:09","142","2019-05-08"
"09:01:14","145","2019-05-08"
"09:01:19","147","2019-05-08"
"09:01:34","147","2019-05-08"
"09:01:49","147","2019-05-08"
"09:01:51","147","2019-05-08"
"09:01:56","146","2019-05-08"
"09:02:11","146","2019-05-08"
"09:02:16","146","2019-05-08"
"09:02:31","185","2019-05-08"
"09:02:36","200","2019-05-08"
"09:02:41","187","2019-05-08"
"09:02:46","177","2019-05-08"
"09:02:51","167","2019-05-08"
"09:02:56","159","2019-05-08"
"09:03:01","154","2019-05-08"
"09:03:06","141","2019-05-08"
"09:03:11","134","2019-05-08"
"09:03:16","133","2019-05-08"
"09:03:31","132","2019-05-08"
"09:03:36","130","2019-05-08"
"09:03:42","132","2019-05-08"
"09:03:52","169","2019-05-08"
"09:03:57","170","2019-05-08"
"09:04:07","169","2019-05-08"
"09:04:12","166","2019-05-08"
"09:04:17","162","2019-05-08"
"09:04:22","157","2019-05-08"
"09:04:27","138","2019-05-08"
"09:04:32","131","2019-05-08"
"09:04:37","130","2019-05-08"
"09:04:42","126","2019-05-08"
"09:04:47","108","2019-05-08"
"09:04:52","103","2019-05-08"
"09:05:02","100","2019-05-08"
"09:05:07","96","2019-05-08"
"09:05:12","91","2019-05-08"
"09:05:17","84","2019-05-08"
"09:05:23","75","2019-05-08"
"09:05:28","73","2019-05-08"
"09:05:43","77","2019-05-08"
"09:05:48","79","2019-05-08"
"09:05:53","82","2019-05-08"
"09:05:58","87","2019-05-08"
"09:06:03","136","2019-05-08"
"09:06:08","146","2019-05-08"
"09:06:13","155","2019-05-08"
"09:06:18","164","2019-05-08"
"09:06:23","172","2019-05-08"
"09:06:28","176","2019-05-08"
"09:06:33","179","2019-05-08"
"09:06:38","181","2019-05-08"
"09:06:43","180","2019-05-08"
"09:06:48","179","2019-05-08"
"09:06:53","175","2019-05-08"
"09:06:58","88","2019-05-08"
"09:07:03","65","2019-05-08"
"09:07:08","66","2019-05-08"
"09:07:13","74","2019-05-08"
"09:07:18","82","2019-05-08"
"09:07:23","86","2019-05-08"
"09:07:28","92","2019-05-08"
"09:07:33","100","2019-05-08"
"09:07:38","101","2019-05-08"
"09:07:53","100","2019-05-08"
"09:08:03","100","2019-05-08"
"09:08:18","100","2019-05-08"
"09:08:33","100","2019-05-08"
"09:08:48","100","2019-05-08"
"09:09:03","100","2019-05-08"
"09:09:13","99","2019-05-08"
"09:09:28","99","2019-05-08"
"09:09:38","101","2019-05-08"
"09:09:43","99","2019-05-08"
"09:09:53","100","2019-05-08"
"09:09:58","105","2019-05-08"
"09:10:03","106","2019-05-08"
"09:10:10","105","2019-05-08"
"09:10:15","106","2019-05-08"
"09:10:20","104","2019-05-08"
"09:10:25","106","2019-05-08"
"09:10:30","105","2019-05-08"
"09:10:35","112","2019-05-08"
"09:10:40","114","2019-05-08"
"09:10:45","113","2019-05-08"
