"time","value","Date"
"00:18:07","70","2019-07-01"
"00:19:03","70","2019-07-01"
"00:49:40","70","2019-07-01"
"00:50:38","70","2019-07-01"
"01:25:19","70","2019-07-01"
"01:26:15","70","2019-07-01"
"01:56:29","70","2019-07-01"
"01:57:27","70","2019-07-01"
"02:36:47","70","2019-07-01"
"02:37:43","70","2019-07-01"
"03:11:50","70","2019-07-01"
"03:12:48","70","2019-07-01"
"03:45:34","70","2019-07-01"
"03:46:30","70","2019-07-01"
"04:23:46","70","2019-07-01"
"04:24:44","70","2019-07-01"
"05:02:26","70","2019-07-01"
"05:03:22","70","2019-07-01"
"05:36:01","70","2019-07-01"
"05:36:59","70","2019-07-01"
"06:10:50","70","2019-07-01"
"06:11:46","70","2019-07-01"
"06:45:37","70","2019-07-01"
"06:46:35","70","2019-07-01"
"07:22:42","70","2019-07-01"
"07:23:37","70","2019-07-01"
"07:58:11","70","2019-07-01"
"07:59:09","70","2019-07-01"
"08:34:50","70","2019-07-01"
"08:35:46","70","2019-07-01"
"08:47:36","70","2019-07-01"
"08:47:51","71","2019-07-01"
"08:47:56","69","2019-07-01"
"08:48:01","74","2019-07-01"
"08:48:06","74","2019-07-01"
"08:48:11","75","2019-07-01"
"08:48:16","95","2019-07-01"
"08:48:21","97","2019-07-01"
"08:48:36","98","2019-07-01"
"08:48:41","99","2019-07-01"
"08:48:56","100","2019-07-01"
"08:52:20","70","2019-07-01"
"08:54:09","70","2019-07-01"
"09:14:19","70","2019-07-01"
"09:20:38","70","2019-07-01"
"09:20:53","103","2019-07-01"
"09:20:58","107","2019-07-01"
"09:21:03","124","2019-07-01"
"09:21:08","120","2019-07-01"
"09:21:13","119","2019-07-01"
"09:21:28","119","2019-07-01"
"09:21:33","72","2019-07-01"
"09:21:38","71","2019-07-01"
"09:21:43","70","2019-07-01"
"09:21:58","69","2019-07-01"
"09:22:08","69","2019-07-01"
"09:22:13","69","2019-07-01"
"09:22:28","70","2019-07-01"
"09:22:38","69","2019-07-01"
"09:22:53","68","2019-07-01"
"09:22:54","68","2019-07-01"
"09:23:04","67","2019-07-01"
"09:23:09","66","2019-07-01"
"09:23:24","65","2019-07-01"
"09:23:29","68","2019-07-01"
"09:23:34","67","2019-07-01"
"09:23:39","65","2019-07-01"
"09:23:49","62","2019-07-01"
"09:23:54","62","2019-07-01"
"09:24:04","66","2019-07-01"
"09:24:09","68","2019-07-01"
"09:24:14","67","2019-07-01"
"09:24:19","67","2019-07-01"
"09:24:24","66","2019-07-01"
"09:24:39","66","2019-07-01"
"09:24:44","65","2019-07-01"
"09:24:59","64","2019-07-01"
"09:25:04","63","2019-07-01"
"09:25:09","64","2019-07-01"
"09:25:24","63","2019-07-01"
"09:25:39","63","2019-07-01"
"09:25:44","66","2019-07-01"
"09:25:49","71","2019-07-01"
"09:25:54","73","2019-07-01"
"09:25:59","74","2019-07-01"
"09:26:04","73","2019-07-01"
