"time","value","Date"
"08:43:13","70","2019-06-14"
"08:43:52","70","2019-06-14"
"08:44:05","70","2019-06-14"
"08:44:10","70","2019-06-14"
"08:44:34","70","2019-06-14"
"08:57:55","70","2019-06-14"
"09:01:57","70","2019-06-14"
"09:13:33","70","2019-06-14"
"09:34:21","70","2019-06-14"
"09:43:04","70","2019-06-14"
"09:49:12","70","2019-06-14"
"09:49:49","70","2019-06-14"
"09:54:29","70","2019-06-14"
"09:54:44","70","2019-06-14"
"09:54:54","76","2019-06-14"
"09:54:59","79","2019-06-14"
"09:55:04","89","2019-06-14"
"09:55:09","94","2019-06-14"
"09:55:14","98","2019-06-14"
"09:55:19","98","2019-06-14"
"09:55:29","116","2019-06-14"
"09:55:34","136","2019-06-14"
"09:55:39","135","2019-06-14"
"09:55:44","144","2019-06-14"
"09:55:49","139","2019-06-14"
"09:56:04","137","2019-06-14"
"09:56:09","132","2019-06-14"
"09:56:14","130","2019-06-14"
"09:56:19","132","2019-06-14"
"09:56:24","135","2019-06-14"
"09:56:29","133","2019-06-14"
"09:56:34","135","2019-06-14"
"09:56:39","128","2019-06-14"
"09:56:45","129","2019-06-14"
"09:56:50","127","2019-06-14"
"09:56:55","128","2019-06-14"
"09:57:00","127","2019-06-14"
"09:57:05","124","2019-06-14"
"09:57:10","122","2019-06-14"
"09:57:15","119","2019-06-14"
"09:57:20","122","2019-06-14"
"09:57:25","120","2019-06-14"
"09:57:35","119","2019-06-14"
"09:57:40","118","2019-06-14"
"09:59:38","70","2019-06-14"
"10:00:41","70","2019-06-14"
"10:04:04","70","2019-06-14"
"10:04:19","73","2019-06-14"
"10:04:24","86","2019-06-14"
"10:04:29","102","2019-06-14"
"10:04:34","109","2019-06-14"
"10:04:44","121","2019-06-14"
"10:04:49","116","2019-06-14"
"10:04:54","120","2019-06-14"
"10:04:59","118","2019-06-14"
"10:05:04","114","2019-06-14"
"10:05:14","112","2019-06-14"
"10:05:19","109","2019-06-14"
"10:05:24","110","2019-06-14"
"10:05:39","110","2019-06-14"
"10:05:49","108","2019-06-14"
"10:05:59","106","2019-06-14"
"10:06:04","67","2019-06-14"
"10:06:09","67","2019-06-14"
"10:06:14","68","2019-06-14"
"10:06:20","69","2019-06-14"
"10:06:35","69","2019-06-14"
"10:06:40","68","2019-06-14"
"10:06:45","67","2019-06-14"
"10:06:50","66","2019-06-14"
"10:07:05","66","2019-06-14"
"10:07:15","69","2019-06-14"
"10:07:20","70","2019-06-14"
"10:07:25","70","2019-06-14"
"10:07:30","67","2019-06-14"
"10:07:35","66","2019-06-14"
"10:07:40","69","2019-06-14"
"10:07:55","69","2019-06-14"
"10:08:00","68","2019-06-14"
"10:08:05","72","2019-06-14"
"10:08:10","71","2019-06-14"
"10:08:20","69","2019-06-14"
"10:08:25","70","2019-06-14"
"10:08:30","70","2019-06-14"
"10:08:35","71","2019-06-14"
"10:08:40","72","2019-06-14"
"10:08:55","72","2019-06-14"
"10:09:10","72","2019-06-14"
"10:09:25","72","2019-06-14"
"10:09:30","73","2019-06-14"
"10:09:35","75","2019-06-14"
"10:09:40","72","2019-06-14"
"10:09:47","72","2019-06-14"
"10:09:57","71","2019-06-14"
