"time","value","Date"
"12:32:02","101","2019-07-12"
"12:32:07","103","2019-07-12"
"12:32:17","104","2019-07-12"
"12:32:22","101","2019-07-12"
"12:32:27","99","2019-07-12"
"12:32:42","99","2019-07-12"
"12:32:57","99","2019-07-12"
"12:33:12","99","2019-07-12"
"12:33:22","102","2019-07-12"
"12:33:27","101","2019-07-12"
"12:33:42","102","2019-07-12"
"12:33:57","103","2019-07-12"
"12:34:02","105","2019-07-12"
"12:34:17","106","2019-07-12"
"12:34:22","105","2019-07-12"
"12:34:32","107","2019-07-12"
"12:34:42","110","2019-07-12"
"12:34:47","108","2019-07-12"
"12:34:57","107","2019-07-12"
"12:35:07","106","2019-07-12"
"12:35:17","107","2019-07-12"
"12:35:22","109","2019-07-12"
"12:35:29","108","2019-07-12"
"12:35:34","110","2019-07-12"
"12:35:39","113","2019-07-12"
"12:35:54","114","2019-07-12"
"12:35:59","113","2019-07-12"
"12:39:57","70","2019-07-12"
"12:46:20","70","2019-07-12"
"12:46:27","70","2019-07-12"
"12:46:32","74","2019-07-12"
"12:56:01","70","2019-07-12"
"13:02:07","70","2019-07-12"
"13:09:19","70","2019-07-12"
"13:16:55","70","2019-07-12"
"13:27:41","70","2019-07-12"
"13:29:17","70","2019-07-12"
"13:44:00","70","2019-07-12"
"13:45:01","70","2019-07-12"
"13:48:48","70","2019-07-12"
"13:48:58","88","2019-07-12"
"13:49:05","88","2019-07-12"
"13:49:10","90","2019-07-12"
"13:49:40","70","2019-07-12"
"13:50:22","70","2019-07-12"
"13:55:33","70","2019-07-12"
"13:55:48","69","2019-07-12"
"13:55:53","58","2019-07-12"
"13:55:58","56","2019-07-12"
"13:56:03","57","2019-07-12"
"13:56:18","58","2019-07-12"
"13:56:23","59","2019-07-12"
"13:56:28","68","2019-07-12"
"13:56:33","69","2019-07-12"
"13:56:48","70","2019-07-12"
"13:57:03","67","2019-07-12"
"13:57:08","67","2019-07-12"
"13:57:23","68","2019-07-12"
"13:57:28","69","2019-07-12"
"13:57:33","70","2019-07-12"
"13:57:38","70","2019-07-12"
"13:57:53","70","2019-07-12"
"13:57:58","74","2019-07-12"
"13:58:03","73","2019-07-12"
"13:58:08","74","2019-07-12"
"13:58:18","75","2019-07-12"
"13:58:23","76","2019-07-12"
"13:58:28","76","2019-07-12"
"13:58:33","77","2019-07-12"
"13:58:43","76","2019-07-12"
"13:58:50","76","2019-07-12"
"13:58:55","77","2019-07-12"
"13:59:05","78","2019-07-12"
"13:59:10","79","2019-07-12"
"13:59:20","112","2019-07-12"
"13:59:25","113","2019-07-12"
"13:59:30","114","2019-07-12"
"13:59:35","120","2019-07-12"
"13:59:45","121","2019-07-12"
"13:59:50","120","2019-07-12"
"13:59:55","99","2019-07-12"
"14:00:00","89","2019-07-12"
"14:00:15","89","2019-07-12"
"14:00:25","90","2019-07-12"
"14:00:30","93","2019-07-12"
"14:00:35","95","2019-07-12"
"14:00:45","94","2019-07-12"
"14:00:55","94","2019-07-12"
"14:01:05","93","2019-07-12"
"14:01:20","94","2019-07-12"
"14:01:21","94","2019-07-12"
"14:01:36","93","2019-07-12"
"14:01:41","92","2019-07-12"
"14:01:46","91","2019-07-12"
"14:01:51","91","2019-07-12"
"14:01:56","93","2019-07-12"
"14:02:06","95","2019-07-12"
"14:02:21","95","2019-07-12"
"14:02:31","96","2019-07-12"
"14:02:46","96","2019-07-12"
"14:03:01","96","2019-07-12"
"14:03:16","96","2019-07-12"
"14:03:21","95","2019-07-12"
"14:03:36","92","2019-07-12"
"14:03:41","91","2019-07-12"
"14:03:51","90","2019-07-12"
"14:03:56","88","2019-07-12"
"14:04:06","75","2019-07-12"
"14:04:11","73","2019-07-12"
"14:04:16","73","2019-07-12"
"14:04:21","75","2019-07-12"
"14:04:26","75","2019-07-12"
"14:04:41","75","2019-07-12"
"14:04:46","75","2019-07-12"
"14:04:56","76","2019-07-12"
"14:05:11","76","2019-07-12"
"14:05:13","76","2019-07-12"
"14:05:18","75","2019-07-12"
"14:05:33","75","2019-07-12"
"14:05:38","77","2019-07-12"
"14:05:48","76","2019-07-12"
"14:05:58","77","2019-07-12"
"14:06:03","76","2019-07-12"
"14:06:08","75","2019-07-12"
"14:06:13","73","2019-07-12"
"14:06:18","72","2019-07-12"
"14:06:33","72","2019-07-12"
"14:06:38","73","2019-07-12"
"14:06:43","74","2019-07-12"
"14:06:58","71","2019-07-12"
"14:07:03","72","2019-07-12"
"14:07:08","73","2019-07-12"
"14:07:13","74","2019-07-12"
