"time","value","Date"
"12:52:25","70","2019-06-07"
"12:52:40","70","2019-06-07"
"12:52:45","71","2019-06-07"
"12:52:55","102","2019-06-07"
"12:53:00","108","2019-06-07"
"12:53:05","109","2019-06-07"
"12:53:10","108","2019-06-07"
"12:53:15","110","2019-06-07"
"12:53:20","112","2019-06-07"
"12:53:25","110","2019-06-07"
"12:53:40","112","2019-06-07"
"12:53:45","114","2019-06-07"
"12:53:50","115","2019-06-07"
"12:54:00","113","2019-06-07"
"12:54:12","115","2019-06-07"
"12:54:17","113","2019-06-07"
"12:56:23","70","2019-06-07"
"12:59:04","70","2019-06-07"
"13:00:07","70","2019-06-07"
"13:00:32","70","2019-06-07"
"13:00:42","108","2019-06-07"
"13:00:47","112","2019-06-07"
"13:00:57","112","2019-06-07"
"13:01:02","111","2019-06-07"
"13:01:07","108","2019-06-07"
"13:01:22","103","2019-06-07"
"13:01:27","99","2019-06-07"
"13:01:32","90","2019-06-07"
"13:01:37","88","2019-06-07"
"13:01:47","88","2019-06-07"
"13:01:52","89","2019-06-07"
"13:02:07","89","2019-06-07"
"13:02:17","86","2019-06-07"
"13:02:22","89","2019-06-07"
"13:02:27","89","2019-06-07"
"13:02:37","88","2019-06-07"
"13:02:47","88","2019-06-07"
"13:02:57","88","2019-06-07"
"13:03:02","87","2019-06-07"
"13:03:17","87","2019-06-07"
"13:03:19","87","2019-06-07"
"13:03:24","87","2019-06-07"
"13:03:34","86","2019-06-07"
"13:03:44","85","2019-06-07"
"13:03:49","84","2019-06-07"
"13:03:54","83","2019-06-07"
"13:04:09","83","2019-06-07"
"13:04:19","90","2019-06-07"
"13:04:24","89","2019-06-07"
"13:04:39","89","2019-06-07"
"13:04:49","88","2019-06-07"
"13:05:04","88","2019-06-07"
"13:05:19","88","2019-06-07"
"13:05:34","88","2019-06-07"
"13:05:39","87","2019-06-07"
"13:05:44","86","2019-06-07"
"13:05:59","86","2019-06-07"
"13:06:14","86","2019-06-07"
"13:06:19","88","2019-06-07"
"13:06:24","89","2019-06-07"
"13:06:34","89","2019-06-07"
"13:06:39","88","2019-06-07"
"13:06:54","88","2019-06-07"
"13:06:59","87","2019-06-07"
"13:07:14","87","2019-06-07"
