"time","value","Date"
"09:04:15","70","2019-06-21"
"09:08:41","70","2019-06-21"
"09:12:05","70","2019-06-21"
"09:16:08","70","2019-06-21"
"09:16:18","83","2019-06-21"
"09:16:23","85","2019-06-21"
"09:16:58","70","2019-06-21"
"09:17:08","77","2019-06-21"
"09:17:13","88","2019-06-21"
"09:17:18","96","2019-06-21"
"09:17:23","97","2019-06-21"
"09:17:38","97","2019-06-21"
"09:17:53","97","2019-06-21"
"09:18:03","101","2019-06-21"
"09:18:08","104","2019-06-21"
"09:18:13","97","2019-06-21"
"09:18:23","95","2019-06-21"
"09:18:28","93","2019-06-21"
"09:18:33","84","2019-06-21"
"09:18:38","83","2019-06-21"
"09:18:53","82","2019-06-21"
"09:19:08","82","2019-06-21"
"09:19:13","83","2019-06-21"
"09:19:23","84","2019-06-21"
"09:19:28","84","2019-06-21"
"09:19:33","81","2019-06-21"
"09:19:38","82","2019-06-21"
"09:19:43","84","2019-06-21"
"09:19:58","84","2019-06-21"
"09:20:08","83","2019-06-21"
"09:20:15","82","2019-06-21"
"09:20:25","83","2019-06-21"
"09:20:30","84","2019-06-21"
"09:20:35","85","2019-06-21"
"09:20:40","84","2019-06-21"
"09:20:50","81","2019-06-21"
"09:20:55","83","2019-06-21"
"09:21:05","82","2019-06-21"
"09:21:10","80","2019-06-21"
"09:21:15","77","2019-06-21"
"09:21:20","77","2019-06-21"
"09:21:35","77","2019-06-21"
"09:21:40","76","2019-06-21"
"09:21:45","76","2019-06-21"
"09:21:55","76","2019-06-21"
"09:22:00","79","2019-06-21"
"09:22:10","77","2019-06-21"
"09:22:15","76","2019-06-21"
"09:22:20","77","2019-06-21"
"09:22:25","76","2019-06-21"
"09:22:30","82","2019-06-21"
"09:22:35","81","2019-06-21"
"09:22:50","81","2019-06-21"
"09:23:05","81","2019-06-21"
"09:23:10","82","2019-06-21"
"09:23:20","80","2019-06-21"
"09:23:25","81","2019-06-21"
"09:23:31","81","2019-06-21"
"09:23:46","77","2019-06-21"
"09:23:51","76","2019-06-21"
"09:24:01","79","2019-06-21"
"09:24:06","81","2019-06-21"
"09:24:11","77","2019-06-21"
"09:24:16","77","2019-06-21"
"09:24:26","76","2019-06-21"
"09:24:36","74","2019-06-21"
"09:24:41","75","2019-06-21"
"09:24:46","76","2019-06-21"
"09:24:51","77","2019-06-21"
"09:24:56","77","2019-06-21"
"09:25:01","78","2019-06-21"
"09:25:06","77","2019-06-21"
"09:25:21","78","2019-06-21"
"09:25:26","76","2019-06-21"
"09:25:31","75","2019-06-21"
"09:25:36","75","2019-06-21"
"09:25:41","75","2019-06-21"
"09:25:46","73","2019-06-21"
"09:25:51","72","2019-06-21"
"09:25:56","71","2019-06-21"
"09:26:01","72","2019-06-21"
"09:26:06","79","2019-06-21"
"09:26:11","79","2019-06-21"
"09:26:26","77","2019-06-21"
"09:26:28","77","2019-06-21"
"09:26:43","78","2019-06-21"
"09:26:48","71","2019-06-21"
"09:26:53","70","2019-06-21"
"09:27:03","71","2019-06-21"
"09:27:13","72","2019-06-21"
"09:27:18","70","2019-06-21"
"09:27:33","71","2019-06-21"
"09:27:48","71","2019-06-21"
"09:27:53","70","2019-06-21"
"09:28:03","70","2019-06-21"
"09:28:18","70","2019-06-21"
"09:28:28","70","2019-06-21"
"09:28:33","71","2019-06-21"
"09:28:43","74","2019-06-21"
"09:28:53","75","2019-06-21"
"09:28:58","74","2019-06-21"
"09:29:03","73","2019-06-21"
"09:29:08","77","2019-06-21"
"09:29:23","77","2019-06-21"
"09:29:28","76","2019-06-21"
"09:29:33","77","2019-06-21"
"09:29:38","78","2019-06-21"
"09:29:43","77","2019-06-21"
"09:29:58","76","2019-06-21"
"09:30:03","76","2019-06-21"
"09:30:08","73","2019-06-21"
"09:30:15","72","2019-06-21"
"09:30:20","71","2019-06-21"
"09:30:25","72","2019-06-21"
"09:30:35","73","2019-06-21"
"09:30:50","73","2019-06-21"
"09:30:55","75","2019-06-21"
"09:31:00","78","2019-06-21"
"09:31:05","80","2019-06-21"
"09:31:20","80","2019-06-21"
"09:31:35","80","2019-06-21"
"09:31:50","81","2019-06-21"
"09:32:05","81","2019-06-21"
"09:32:10","80","2019-06-21"
"09:32:15","79","2019-06-21"
"09:32:20","80","2019-06-21"
"09:32:25","80","2019-06-21"
"09:32:40","80","2019-06-21"
"09:32:50","80","2019-06-21"
"09:33:05","80","2019-06-21"
"09:33:10","79","2019-06-21"
"09:33:20","80","2019-06-21"
"09:33:25","81","2019-06-21"
"09:33:35","83","2019-06-21"
"09:33:59","70","2019-06-21"
"09:34:09","84","2019-06-21"
"09:34:24","82","2019-06-21"
"09:34:29","85","2019-06-21"
"09:34:34","79","2019-06-21"
"09:34:39","78","2019-06-21"
"09:34:49","78","2019-06-21"
"09:34:54","80","2019-06-21"
"09:34:59","80","2019-06-21"
"09:35:09","81","2019-06-21"
"09:35:19","79","2019-06-21"
"09:35:29","78","2019-06-21"
"09:35:34","79","2019-06-21"
"09:35:49","79","2019-06-21"
"09:35:59","80","2019-06-21"
"09:36:04","78","2019-06-21"
"09:36:14","79","2019-06-21"
"09:36:19","80","2019-06-21"
